garbage_index,satellite_index,distance
2,180,12698.460809596978
2,181,13637.405968924682
2,182,13669.07172982938
2,183,3042.939743590935
2,184,5729.599246853196
2,185,10434.08896529853
2,186,12073.262835024432
2,187,2282.920754144609
2,188,12314.71053860226
2,189,9856.745625260499
2,190,4665.618062816352
2,191,732.1040396639166
2,192,12894.491107856758
2,193,10094.766188512476
2,194,12550.975359368507
2,195,13568.387260341395
2,196,11121.65390215712
2,197,7411.223452445752
2,198,7189.958813334837
2,199,2299.5445347635364
2,200,11547.882508745246
2,201,9360.19056453464
2,202,8166.994606441999
3,0,12276.89736375729
3,1,12033.731262797544
3,2,11740.975510786971
3,3,11387.189520503378
3,4,11014.66824751416
3,5,10192.345151403371
3,6,11410.986230030163
3,7,6528.44506502742
3,8,7169.179722609311
3,9,5996.6541232735335
3,10,11336.392187144891
3,11,4228.731957210722
3,12,6191.027505316439
3,13,4207.484842255231
3,14,4384.32520075096
3,15,6161.452222380143
3,16,7193.024541501619
3,17,6820.430625618626
3,18,13485.37142833057
3,19,13348.500831751506
3,20,13245.970604899523
3,21,13455.207414805524
3,22,3790.921276994987
3,23,13424.1004124254
3,24,9042.1671137856
3,25,12937.704232579674
3,26,11954.140292241975
3,27,9129.641531683443
3,28,13039.77431316975
3,29,12942.513949054834
3,30,8978.822943639483
3,31,1852.168056597153
3,32,1342.7507431460854
3,33,8060.204853249573
3,34,1634.1619849660733
3,35,8522.693497556911
3,36,6506.836575593844
3,37,10731.846373778535
3,38,11611.639019018829
3,39,11612.683413714403
3,40,10946.684850541098
3,41,11315.884392447326
3,42,11318.805572052834
3,43,9044.16233009797
3,44,5639.928535473793
3,45,12080.585315415252
3,46,7279.5495323399855
3,47,7856.4157846594635
3,48,5587.196070437756
3,49,6969.404961601215
3,50,6965.179689789626
3,51,6210.393280717841
3,52,9188.17364239099
3,53,6495.084025718733
3,54,8142.213620053578
3,55,6360.581354398042
3,56,6836.553878900753
3,57,7090.175817721714
3,58,6569.552679463469
3,59,7206.543432921578
3,60,7246.961821012373
3,61,7459.579922294264
3,62,10977.887087829344
3,63,7314.562487427664
3,64,7106.153807642438
3,65,6951.395673437478
3,66,6868.741503343059
3,67,7361.405775372972
3,68,7040.341881029956
3,69,6998.893864229488
3,70,7900.500890162953
3,71,7762.481641635639
3,72,7076.112824512038
3,73,7163.771841147731
3,74,6847.19828577723
3,75,7113.6448407805365
3,76,7463.268603253116
3,77,7060.6644782589765
3,78,7145.9773089161
3,79,7224.120473191596
3,80,7300.209118136131
3,81,8648.303098920023
3,82,3191.518302921922
3,83,3152.3294201544672
3,84,2183.053105988148
3,85,1365.251253178984
3,86,1454.3208203920467
3,87,1348.983679046807
3,88,1330.8311751845984
3,89,2085.6274553704293
3,90,2174.326001037151
3,91,3028.899812187615
3,92,3121.2243158720457
3,93,4284.962690940822
3,94,4007.532337382105
3,95,10749.102090530814
3,96,2346.34732061889
3,97,2666.113321055455
3,98,4119.5960613869465
3,99,4555.133475947972
3,100,4447.953950169158
3,101,6429.663150760398
3,102,7488.315105117623
3,103,4723.6448681128295
3,104,4781.779007555176
3,105,4437.977538408731
3,106,4495.322312941984
3,107,6153.1156804582115
3,108,4646.391064054685
3,109,5077.4958691561715
3,110,12595.53273581478
3,111,11676.694882665683
3,112,12574.287574308739
3,113,5908.99485049834
3,114,6197.8371587762185
3,115,10322.153105427396
3,116,10284.211108488375
3,117,12091.049943012913
3,118,11796.086308194632
3,119,13076.124859598598
3,120,6821.082305799463
3,121,4475.287005657744
3,122,12860.984127112142
3,123,10768.201691223087
3,124,11234.081938164338
3,125,11368.175875925537
3,126,12348.011168161245
3,127,10172.669656720915
3,128,9300.778525234711
3,129,8671.716582896042
3,130,5127.140340741976
3,131,4687.333280947736
3,132,4035.8831250635512
3,133,3294.5335647181882
3,134,2931.132767733979
3,135,3012.0164874992684
3,136,4545.582062027961
3,137,13707.66320675076
3,138,3077.805372989408
3,139,3456.9922860977035
3,140,3769.2736760609428
3,141,2711.640067548291
3,142,2809.2642310238957
3,143,5045.591071588796
3,144,8073.706711952455
3,145,3258.341816428992
3,146,5937.278825109475
3,147,6121.927187201321
3,148,4996.489741714437
3,149,3837.1331000331948
3,150,5055.671426964569
3,151,3994.5469688601047
3,152,5412.001079027967
3,153,5936.446886732597
3,154,5980.575088278839
3,155,6723.745485007019
3,156,6106.028206204132
3,157,7839.007255813638
3,158,7719.870200689174
3,159,7085.894094478226
3,160,7472.550253712897
3,161,8803.719684205344
3,162,9640.425298011736
3,163,9091.518534406876
3,164,9407.85789320565
3,165,9612.953918497504
3,166,13545.074885108283
3,167,13499.200308637513
3,168,12652.899802336009
3,169,13121.711585425475
3,170,12941.516975129409
3,171,13681.180829785962
3,172,13743.361121397646
3,173,13782.15170629645
3,174,13565.69635067131
3,175,13754.327405305776
3,176,13743.95742131953
3,177,11570.819228725382
3,178,9764.096259979413
3,179,11990.013645889923
3,180,11869.610715630346
3,181,11144.609487952013
3,182,10184.488389093813
3,183,9846.102389698473
3,184,10816.449547191685
3,185,11940.905815278715
3,186,11940.393631633126
3,187,7866.881441957445
3,188,8313.983949356656
3,189,6929.631383604639
3,190,7038.669451142654
3,191,8635.254856685302
3,192,11703.334189084753
3,193,11839.765933377681
3,194,11752.659060360327
3,195,10407.090201833998
3,196,7473.590784949873
3,197,6564.355313882816
3,198,6571.6512864799615
3,199,7758.212152182104
3,200,13913.950663435098
3,201,2066.0019878131934
3,202,7474.642597101417
4,0,1297.012860640266
4,1,1757.323531535501
4,2,2563.802602469046
4,3,3536.3536625807997
4,4,4494.268495748469
4,5,6379.021297380662
4,6,3270.1755116847835
4,7,12937.912183275212
4,8,13167.515589636076
4,9,6619.305927950335
4,10,13263.46185222861
4,11,8674.408730328834
4,12,6419.240753573145
4,13,8707.28939745225
4,14,8464.019063993406
4,15,6453.124920293316
4,16,5407.942476172919
4,17,5780.833372487121
4,18,8532.775175050985
4,19,7567.477918673311
4,20,7358.101804308443
4,21,8304.79564389157
4,22,9583.144214933125
4,23,10735.215958568366
4,24,3978.8389739565746
4,25,11947.140823412157
4,26,12943.66236979076
4,27,13629.02285984059
4,28,11777.61419444911
4,29,12036.84802881137
4,30,4895.859923954299
4,31,10295.97734208354
4,32,10514.08785003583
4,33,7399.071612203687
4,34,11643.584000835977
4,35,5268.901821780933
4,36,12371.36182131341
4,37,10594.492058030499
4,38,2938.282086625751
4,39,12456.683070774274
4,40,1006.3061318985099
4,41,9197.34122177202
4,42,9184.20026120687
4,43,2815.5394983541146
4,44,9760.390083978662
4,45,4857.788769581543
4,46,12695.279224638047
4,47,4814.736760961631
4,48,9963.486222455582
4,49,8216.8235551007
4,50,8230.812893612338
4,51,10389.796732969598
4,52,13873.692439183953
4,53,6956.249840555151
4,54,13729.077520437317
4,55,7755.053378800684
4,56,8367.369284302586
4,57,5514.468249643436
4,58,5200.373072205423
4,59,5728.586004810763
4,60,5802.462016426433
4,61,6182.716050301756
4,62,9978.592292202531
4,63,5923.016836292928
4,64,5541.311706425935
4,65,5255.735803484744
4,66,5322.5923191119255
4,67,6006.053446704198
4,68,5421.214507444432
4,69,5343.5554096872165
4,70,7526.32659723196
4,71,7190.07496108813
4,72,5486.379881722729
4,73,5647.358509865876
4,74,5961.582919724619
4,75,5555.424034715814
4,76,6188.063226917257
4,77,5456.391219182472
4,78,5614.565694996472
4,79,5755.646245228438
4,80,5893.39559048877
4,81,12251.64006691145
4,82,9619.765694700609
4,83,9633.945319785173
4,84,9998.18358225014
4,85,10427.158458630442
4,86,10688.05142464415
4,87,10449.505029859938
4,88,10553.428328014845
4,89,10952.891970703142
4,90,10981.115653454553
4,91,11215.112706896678
4,92,11237.679164394389
4,93,11487.010216733996
4,94,11432.811844015001
4,95,11702.848367625036
4,96,10764.316269608102
4,97,10821.283628940835
4,98,11032.137572292932
4,99,11083.692033242529
4,100,11065.475599354804
4,101,11139.760138207308
4,102,4325.3845260603775
4,103,8280.357032331784
4,104,10695.606039510432
4,105,9271.993322014765
4,106,8944.742567964642
4,107,5998.584173841097
4,108,8468.354990867912
4,109,11077.345479904738
4,110,8385.776812742146
4,111,4889.362163061828
4,112,8177.854211124158
4,113,11949.433701276661
4,114,5528.799505837788
4,115,3135.9997964994795
4,116,12881.579164659615
4,117,5946.853079568426
4,118,5475.294388605625
4,119,9856.183598431173
4,120,12260.877074958198
4,121,8897.466075678978
4,122,11076.396281251897
4,123,12780.337451781492
4,124,11520.35408030309
4,125,3226.195618781081
4,126,10522.326656304082
4,127,10367.39424877065
4,128,10286.730248408923
4,129,10225.861731135008
4,130,9856.90439547864
4,131,9809.500198002926
4,132,9737.814863588912
4,133,9648.107763724282
4,134,9592.637074709777
4,135,9445.735738750183
4,136,9366.672645126904
4,137,10391.997163697974
4,138,9594.101133110436
4,139,9645.888533110447
4,140,9684.593728863605
4,141,9518.035407525978
4,142,9545.958073062055
4,143,9313.939500544513
4,144,9359.492770503886
4,145,9386.05947361682
4,146,9307.30003208412
4,147,9309.149863120154
4,148,9314.144856836265
4,149,9351.604192294555
4,150,9313.922332342207
4,151,9345.06762560798
4,152,9310.672632293323
4,153,9307.664530553684
4,154,9309.185071301237
4,155,9316.330548094013
4,156,9308.601817417353
4,157,9349.033160544675
4,158,9344.168040798168
4,159,9323.563633191463
4,160,9335.924124180172
4,161,9398.329571296836
4,162,9460.585717099088
4,163,9417.675452028894
4,164,9441.95627210439
4,165,9458.273763441593
4,166,10128.104327848836
4,167,10109.887919423503
4,168,9875.615665191444
4,169,9989.149061215388
4,170,9941.968998158902
4,171,10193.869977255601
4,172,10375.214934548905
4,173,10343.787352110563
4,174,10136.775271452343
4,175,10243.545605694668
4,176,10235.531365763036
4,177,10729.73141171415
4,178,3498.2756084664998
4,179,7926.385419235278
4,180,3945.866350779412
4,181,607.5126281727079
4,182,2771.457259348326
4,183,12947.303659218318
4,184,11756.65020091829
4,185,7722.34510045297
4,186,5161.268273149656
4,187,13638.398476836608
4,188,7120.063190512729
4,189,10375.132270364309
4,190,13186.308300224893
4,191,13498.080691468724
4,192,3209.932667615436
4,193,8024.020906670045
4,194,3932.838156860467
4,195,1917.7551699890084
4,196,8862.57493962354
4,197,12029.14988475068
4,198,12146.00680312602
4,199,13473.051451984958
4,200,7891.013776448589
4,201,11058.33830916304
4,202,12240.56741631225
5,0,14352.551488617173
5,1,14272.462442781381
5,2,14119.771061202742
5,3,13879.14279631248
5,4,13575.103400400927
5,5,12762.473999950373
5,6,13325.786271982603
5,7,6206.4593201235
5,8,5604.7615755955085
5,9,12641.191745368666
5,10,4165.3467954955295
5,11,11485.670471159961
5,12,12731.604825847842
5,13,11465.999163664233
5,14,11632.993906056847
5,15,12721.260851102625
5,16,13109.703193086045
5,17,12986.639662693739
5,18,10490.29797828441
5,19,11181.128487074608
5,20,11369.491859414095
5,21,10679.034085343765
5,22,10809.061242531663
5,23,8300.139641771299
5,24,13413.441808360129
5,25,6636.056243866598
5,26,4835.361173973721
5,27,3702.4143112405277
5,28,6900.57761592962
5,29,7268.928659759489
5,30,13255.539152522359
5,31,10155.620605840857
5,32,9761.361200981415
5,33,12481.953361767668
5,34,8720.466176078153
5,35,12923.016302426411
5,36,3513.6178357035565
5,37,7110.830100792062
5,38,13459.042768676143
5,39,6429.460954987858
5,40,13981.522231425164
5,41,8975.635997182171
5,42,8989.336322732746
5,43,12376.821127359657
5,44,7843.144740811711
5,45,13185.11204895318
5,46,2178.6715048151514
5,47,11555.065521108234
5,48,7393.06557919934
5,49,11217.181146081663
5,50,11212.198171585162
5,51,9158.647385198983
5,52,607.4319596290584
5,53,10151.764556920527
5,54,1904.7884697367924
5,55,9874.73489177725
5,56,11075.881943272907
5,57,12110.549163545951
5,58,11739.767988691672
5,59,11967.969857010223
5,60,11918.2942746303
5,61,11664.073186264022
5,62,8817.927886479903
5,63,11840.82181690678
5,64,12098.122606914321
5,65,12297.879498012315
5,66,11819.495879615839
5,67,11786.37278070789
5,68,12176.777547247757
5,69,12233.359423746699
5,70,10986.571037873558
5,71,11143.871954456059
5,72,12134.408427375347
5,73,12026.49932835543
5,74,12834.949192446693
5,75,12087.863157381582
5,76,11656.197400207715
5,77,12158.287703745838
5,78,12048.432525164328
5,79,11956.882088456789
5,80,11863.918984693459
5,81,6873.923709038937
5,82,10753.142550235052
5,83,10738.459552541766
5,84,10345.125045176315
5,85,9821.070680643166
5,86,9464.079786743672
5,87,9791.515315182965
5,88,9652.271624472542
5,89,9064.873567385568
5,90,9020.020732087161
5,91,8623.979728767488
5,92,8583.758820917024
5,93,8100.500121066222
5,94,8211.839756354726
5,95,6919.710464400063
5,96,9295.227102895176
5,97,9196.258123729267
5,98,8796.073474358534
5,99,8687.529325739133
5,100,9716.657026020153
5,101,9610.960247489442
5,102,12464.055855802168
5,103,10583.862867289614
5,104,8160.963100194337
5,105,9757.914125033156
5,106,10052.413957584757
5,107,11896.08686603868
5,108,10444.41760854489
5,109,7604.579053243017
5,110,9789.791074791081
5,111,12069.332546135902
5,112,9965.40829967423
5,113,6492.808212873682
5,114,11316.552428704303
5,115,12538.565944945922
5,116,3112.67849398092
5,117,11530.417346244998
5,118,11636.684416684086
5,119,8931.776838411224
5,120,5198.443217743932
5,121,9828.82680891247
5,122,7525.35191390167
5,123,3506.787123176523
5,124,5052.919404429186
5,125,13341.892422332112
5,126,8628.162495871878
5,127,8964.007525976196
5,128,9149.757202008945
5,129,9290.423531487944
5,130,10108.932033129351
5,131,10210.52050878334
5,132,10363.451333208917
5,133,10552.842695344334
5,134,10669.538733641575
5,135,10978.030747609742
5,136,11156.27019819795
5,137,8826.8285446878
5,138,10521.378960316919
