OBJECT_NAME,OBJECT_ID,EPOCH,x,y,z,Cluster,Density
IRIDIUM 33 DEB,1997-051LJ,2024-06-01T06:54:18.249408,-41.21770588786101,6598.593102014166,2741.2909417980745,1,-27.540007990470173
IRIDIUM 33 DEB,1997-051LS,2024-06-01T14:55:10.685280,-549.3478266802994,-1723.945785375344,-6722.893974245656,3,-27.37238957508934
IRIDIUM 33 DEB,1997-051LT,2024-06-01T06:58:12.113472,-1166.2502339459288,-5112.496581634623,4330.573503464026,-1,-28.441955327395153
IRIDIUM 33 DEB,1997-051LU,2024-06-01T07:43:49.791648,934.5604540756175,-5028.197891887547,4839.4584941506255,0,-27.986902819812432
IRIDIUM 33 DEB,1997-051LZ,2024-06-01T06:06:22.073760,3592.899127483117,5754.474517166837,-1303.3913173139545,5,-28.25700955660732
IRIDIUM 33 DEB,1997-051MH,2024-06-01T09:15:19.340928,1795.0439602696733,-3760.601131788988,5768.4661652493205,0,-27.722108263469664
IRIDIUM 33 DEB,1997-051MQ,2024-06-01T03:34:12.692928,907.4985997939749,956.7314668386043,-6945.294747566617,3,-27.457309267735557
IRIDIUM 33 DEB,1997-051MY,2024-05-30T11:06:34.178976,-375.72416679758436,-818.5947308953521,7025.113373648827,1,-27.548924089392692
IRIDIUM 33 DEB,1997-051NA,2024-05-10T13:11:56.617440,-389.7155453513745,655.3886654490337,-6725.47878550642,3,-27.30271100854476
IRIDIUM 33 DEB,1997-051NF,2024-06-01T06:47:39.821856,1201.060082682449,6442.905574088748,3157.42375669538,1,-27.477395171746966
IRIDIUM 33 DEB,1997-051NH,2024-05-27T12:00:28.475712,1576.7383621343538,1409.0488694035191,6668.663902200452,1,-27.351970175918176
IRIDIUM 33 DEB,1997-051NR,2024-06-01T09:05:10.817952,2236.9279942079265,-4080.3138636937574,5426.967111798462,0,-27.878484717599324
IRIDIUM 33 DEB,1997-051NX,2024-05-31T13:56:36.822336,1752.3358081144595,5920.9510311087615,-3568.1892975656606,-1,-28.213770330054743
IRIDIUM 33 DEB,1997-051NY,2024-06-01T13:34:57.644544,1151.7026643765475,4312.985767779986,5562.395814224368,1,-27.543062263764455
IRIDIUM 33 DEB,1997-051PE,2024-05-10T01:06:58.583232,-5218.983906760431,-4487.46335314781,1731.0737459688257,-1,-28.591748656439297
IRIDIUM 33 DEB,1997-051PF,2024-05-29T09:39:34.214112,316.22252997036844,-1190.2142349106252,-6949.872236066029,3,-27.313588143199446
IRIDIUM 33 DEB,1997-051PJ,2024-05-30T21:32:36.179808,-6363.086809892477,-1689.4245826798312,1696.8623435811346,4,-28.3084041955358
IRIDIUM 33 DEB,1997-051PL,2024-05-08T12:06:29.606112,1007.2702662818815,938.3253697018416,-6892.373814889304,3,-27.47882426636449
IRIDIUM 33 DEB,1997-051PM,2024-05-30T04:08:19.074336,1352.1776711963817,-3105.417495883928,-6292.758260318039,3,-28.187452121074386
IRIDIUM 33 DEB,1997-051PP,2024-05-30T02:45:00.253728,-149.24943692607516,-3123.5439810135845,-6489.561107042175,3,-27.735601697154184
IRIDIUM 33 DEB,1997-051QA,2024-05-31T18:16:08.807520,-458.50080227033277,-7108.078574352644,392.5058093178708,-1,-28.265311062334575
IRIDIUM 33 DEB,1997-051QE,2024-05-31T12:44:01.170240,1552.471224062152,4417.590428371653,-5272.2228215917185,2,-27.93021728489829
IRIDIUM 33 DEB,1997-051QJ,2024-06-01T02:07:22.738368,6773.4241131902245,1778.3375584015196,585.3275385693039,-1,-29.235959880105092
IRIDIUM 33 DEB,1997-051QN,2024-05-31T23:06:11.463552,1223.34747261255,1066.236081046113,6873.449981448546,1,-27.286100624396276
IRIDIUM 33 DEB,1997-051QQ,2024-05-28T13:12:05.265216,3787.7368165424064,5936.731225358339,-1041.9940776453773,5,-28.282170850306372
IRIDIUM 33 DEB,1997-051QS,2024-06-01T06:13:36.011712,184.3878771990604,-5926.120509880587,-3954.8621431431516,-1,-28.645838437128955
IRIDIUM 33 DEB,1997-051QU,2024-05-31T00:27:15.744672,-5294.391014309782,836.4047956487647,4585.854776178272,-1,-29.2646108164392
IRIDIUM 33 DEB,1997-051QX,2024-05-27T13:57:47.879424,170.29604959333076,-4183.302321720412,5929.575478230643,0,-27.75883723946762
IRIDIUM 33 DEB,1997-051RA,2024-05-31T01:19:35.649408,1642.9706251369414,5279.449357467727,4423.847778086261,1,-27.417244862302592
IRIDIUM 33 DEB,1997-051RD,2024-06-01T06:20:23.261568,-934.4479265874858,-3361.606785284735,-6224.451102546129,3,-27.792084752535366
IRIDIUM 33 DEB,1997-051RE,2024-05-29T14:31:11.058240,-2815.6344192856054,-390.08944703243424,6551.449607171197,-1,-28.45471632444873
IRIDIUM 33 DEB,1997-051RJ,2024-05-31T14:30:32.155776,-540.2742179578172,-7008.453825218549,-1825.0591901516218,-1,-28.56695334563072
IRIDIUM 33 DEB,1997-051RX,2024-06-01T03:10:32.942208,-1178.0357211633739,-291.03973835875274,-6963.053759169683,3,-27.36567678029974
IRIDIUM 33 DEB,1997-051SC,2024-06-01T12:22:31.051488,2029.1621296333294,2489.0485697197205,6188.672572918841,1,-27.534752908991162
IRIDIUM 33 DEB,1997-051SF,2024-06-01T10:58:26.946912,-4728.563174879679,-4553.959379014788,2589.4697766970367,-1,-28.525379959791717
IRIDIUM 33 DEB,1997-051SP,2024-06-01T04:13:30.319968,1944.711713122896,-2229.989191292958,6418.958814830466,0,-27.809396921404698
IRIDIUM 33 DEB,1997-051SQ,2024-05-31T01:08:05.511264,776.7552063319466,4839.134487790077,5131.853287947666,1,-27.492273266629535
IRIDIUM 33 DEB,1997-051ST,2024-05-31T12:04:30.254016,-4751.887755871756,-4775.280991091147,-2143.563242548002,-1,-29.03215292814719
IRIDIUM 33 DEB,1997-051SW,2024-05-29T08:50:40.700832,-1445.7357781551573,3753.8925972895004,5892.361394049986,-1,-28.34604167493136
IRIDIUM 33 DEB,1997-051SY,2024-05-27T02:06:10.731744,888.8130713075709,6273.244104541205,3149.329119734012,1,-27.424076167385447
IRIDIUM 33 DEB,1997-051TA,2024-05-30T12:35:32.973216,891.7786182423117,490.29104082958986,6989.872500680268,1,-27.25086020596715
IRIDIUM 33 DEB,1997-051TU,2024-05-31T23:59:41.665920,2050.308943198014,4394.109613255284,-5161.736461487591,2,-28.01700905540187
IRIDIUM 33 DEB,1997-051UB,2024-05-31T17:03:54.484128,-378.7296020127266,-250.87895426481037,-7103.710798266127,3,-27.2173787085271
IRIDIUM 33 DEB,1997-051UE,2024-05-25T22:42:16.591968,3201.0326808038594,1959.6030120473206,5959.34011888169,1,-27.858426947411406
IRIDIUM 33 DEB,1997-051UN,2024-05-31T11:07:11.883936,1533.9145544051967,1382.6815376103798,-6726.814665709905,3,-27.733898669720837
IRIDIUM 33 DEB,1997-051US,2024-05-30T14:39:19.682208,-561.160390273854,7116.624932848031,289.6317429680017,1,-28.520275127463606
IRIDIUM 33 DEB,1997-051UT,2024-05-24T19:43:13.730016,3060.856691450535,-158.01994106977864,-6401.961212200032,-1,-28.45512161557977
IRIDIUM 33 DEB,1997-051VA,2024-06-01T05:26:21.188832,643.3052111048079,2092.947320605617,-6640.195915153565,3,-27.659438274443414
IRIDIUM 33 DEB,1997-051VK,2024-05-31T10:37:10.129440,-6452.359410109952,-2738.4589092832366,-858.315483308871,-1,-28.963821842383904
IRIDIUM 33 DEB,1997-051VM,2024-05-25T00:41:37.748832,-2427.242521796031,-6670.6151685308005,-805.292117830327,-1,-28.583957500207205
IRIDIUM 33 DEB,1997-051VQ,2024-05-11T03:32:45.108384,-105.37811069904754,5686.633840752465,4332.140037791713,1,-27.517953486961968
IRIDIUM 33 DEB,1997-051VU,2024-05-29T20:27:10.913760,-6408.96126039513,-1603.954096985121,2517.6446901592267,4,-28.44429958199778
IRIDIUM 33 DEB,1997-051VZ,2024-05-22T04:13:40.336320,2564.4013978882035,-6516.519270675412,1386.5611082287994,-1,-28.71487320476344
IRIDIUM 33 DEB,1997-051WB,2024-05-11T03:38:24.477216,-6401.7012778243125,-2169.3917721269545,1660.8002172031845,4,-28.29941166010281
IRIDIUM 33 DEB,1997-051WD,2024-06-01T09:36:36.805536,550.6313466749846,-164.5519342210247,-7049.605886542327,3,-27.281183772073796
IRIDIUM 33 DEB,1997-051WG,2024-05-30T13:52:08.159808,1420.7234956931413,6027.506228715866,3417.5384048437063,1,-27.43729664171624
IRIDIUM 33 DEB,1997-051WK,2024-06-01T13:58:43.465728,-170.5544476056058,-2697.9229776845373,6539.72445112164,-1,-27.778713078400777
IRIDIUM 33 DEB,1997-051WP,2024-05-04T08:56:56.964192,-5895.882305991901,3310.968951929347,-2323.748784005465,-1,-28.972856794708743
IRIDIUM 33 DEB,1997-051WV,2024-06-01T01:21:20.667744,3517.7088902523287,5408.183138887118,-2984.163358999606,-1,-28.226941986913957
IRIDIUM 33 DEB,1997-051XH,2024-05-21T03:32:55.679424,1827.3349941086667,-6896.636640422989,-13.351778756728596,-1,-28.394159187868272
IRIDIUM 33 DEB,1997-051XK,2024-05-29T14:51:12.899520,456.54440311825954,570.0541687773355,7044.4262830184325,1,-27.27799267677204
IRIDIUM 33 DEB,1997-051XT,2024-06-01T14:53:46.799520,-225.82801656644514,-1462.2726034156954,-6814.015993175198,3,-27.308057972451238
IRIDIUM 33 DEB,1997-051XX,2024-06-01T03:08:56.878368,1319.958604751919,-3324.578506188482,6152.801574323862,0,-27.657071157187747
IRIDIUM 33 DEB,1997-051YD,2024-05-30T16:16:22.420992,3842.2694343640187,4151.576043973859,4431.315022028762,6,-27.81903373307485
IRIDIUM 33 DEB,1997-051YG,2024-05-23T20:26:12.361344,1735.370319910327,-23.649652495802833,6919.862547847075,1,-27.422626117512674
IRIDIUM 33 DEB,1997-051YJ,2024-05-25T01:10:42.531168,-384.1536944282822,-4185.893658775265,5737.912788327622,0,-27.870129351899124
IRIDIUM 33 DEB,1997-051YQ,2024-05-18T00:38:11.748768,-2920.58362584927,-5963.993081260324,2633.242385810495,-1,-28.44317796325528
IRIDIUM 33 DEB,1997-051YZ,2024-05-03T13:13:49.252800,4106.513704059575,3712.9645269996317,4454.624551401494,6,-27.901487877047792
IRIDIUM 33 DEB,1997-051ZB,2024-05-13T11:27:45.227520,-3262.6495155968632,-1562.296830115356,6006.084305820798,-1,-28.525369736036687
IRIDIUM 33 DEB,1997-051ZC,2024-05-28T03:45:49.819968,-1814.8334588701816,5530.7859973204795,-4152.011333524856,2,-28.008101481741296
IRIDIUM 33 DEB,1997-051ZD,2024-05-25T14:02:39.460416,-32.41163601822281,5641.147483331408,-4346.462042064669,2,-27.91545285626332
IRIDIUM 33 DEB,1997-051ZL,2024-05-27T04:19:02.832096,-59.31160181261478,-694.2544701284971,7044.227397722941,1,-27.45187027576677
IRIDIUM 33 DEB,1997-051ZR,2024-05-30T00:13:42.041568,3604.960477256466,4875.289166661351,3701.279346447573,6,-27.847863691987204
IRIDIUM 33 DEB,1997-051ZW,2024-05-28T05:24:18.450720,-3883.0166464308795,3132.3913521080362,4944.90617877874,-1,-28.989440164204115
IRIDIUM 33 DEB,1997-051AAB,2024-06-01T13:27:58.588128,2179.9342816468325,6591.184724776752,1483.5693484186772,-1,-28.1655122512427
IRIDIUM 33 DEB,1997-051AAE,2024-06-01T03:54:44.965152,-4260.484460382391,5339.610688135305,3246.4838061439073,-1,-28.806463238103568
IRIDIUM 33 DEB,1997-051AAG,2024-05-19T03:19:00.213888,211.49267190517986,1320.6214898433602,6919.1147178529145,1,-27.40481350403833
IRIDIUM 33 DEB,1997-051AAJ,2024-05-31T18:34:31.135872,563.8192810702981,490.39625609890265,-7061.369759376069,3,-27.32218095937642
IRIDIUM 33 DEB,1997-051AAK,2024-05-31T19:21:31.760640,-930.4535621424986,4958.11228898847,5004.165866604127,1,-27.89291367750482
IRIDIUM 33 DEB,1997-051AAN,2024-05-28T05:25:42.866976,-3729.8113105151247,4972.737727603418,3933.416761044203,-1,-28.65022982255796
IRIDIUM 33 DEB,1997-051AAQ,2024-05-28T07:20:16.323936,6867.5636744491585,-1745.8146545959098,-583.0446636910757,-1,-29.40389064027161
IRIDIUM 33 DEB,1997-051AAZ,2024-06-01T02:01:34.675104,-447.12134646404684,2478.1308818503007,6605.5886370194485,1,-27.897652551665384
IRIDIUM 33 DEB,1997-051ABJ,2024-06-01T01:10:33.180096,1574.3913845501497,4517.485155855761,5182.584416702758,1,-27.474035243313818
IRIDIUM 33 DEB,1997-051ABL,2024-05-10T18:00:43.154208,-853.4019669178475,951.0628400509271,-7029.590453354911,3,-27.437885027149534
IRIDIUM 33 DEB,1997-051ABR,2024-06-01T00:33:08.688672,1537.6472229539943,4497.139801940355,-5385.329296665858,2,-27.94108137702837
IRIDIUM 33 DEB,1997-051ABX,2024-05-29T04:36:46.237248,4820.801341868321,5208.385738992279,-358.43066279945464,5,-28.353200564473926
IRIDIUM 33 DEB,1997-051ACD,2024-05-12T13:25:13.318752,4653.238916721534,5295.202695089879,-362.4154069323692,5,-28.32579963170542
IRIDIUM 33 DEB,1997-051ACE,2024-05-17T16:06:52.599168,-895.3942574901247,3091.0843511672933,-6354.816724289557,2,-27.804222197274896
IRIDIUM 33 DEB,1997-051ACG,2024-05-29T06:50:33.511776,5951.882634120007,-1263.5882435104102,3964.8434879282026,-1,-29.121300000284183
IRIDIUM 33 DEB,1997-051ACM,2024-05-25T16:45:51.408288,3340.535885703497,-6137.931881011087,-1056.0609603674338,-1,-28.7426054639559
