OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
IRIDIUM 33 DEB,1997-051VZ,2024-01-20T16:02:02.198400,14.40443827,.000715,86.3847,347.3551,259.0961,100.9434,0,U,36483,999,55163,.1288E-2,.4112E-4,0
IRIDIUM 33 DEB,1997-051WB,2024-01-19T02:46:53.392800,14.60812252,.0087301,86.4227,78.4783,294.2235,64.9871,0,U,36485,999,56509,.89201E-2,.46242E-3,0
IRIDIUM 33 DEB,1997-051WD,2024-01-22T11:11:51.661824,14.33446844,.0115426,86.3507,90.7914,6.7252,353.5458,0,U,36487,999,59607,.60085E-2,.17916E-3,0
IRIDIUM 33 DEB,1997-051WG,2024-01-21T05:59:29.692608,14.55283149,.0001285,86.3741,316.6759,51.7497,308.3826,0,U,36490,999,76357,.23853E-2,.10358E-3,0
IRIDIUM 33 DEB,1997-051WJ,2024-01-22T05:55:01.951968,15.08065231,.0014372,86.4041,319.6202,95.2032,265.0845,0,U,36492,999,77292,.10035E-1,.158156E-2,0
IRIDIUM 33 DEB,1997-051WK,2024-01-22T02:14:56.551776,14.51088786,.0013876,86.3638,314.8601,152.7102,207.4835,0,U,36493,999,64453,.1755E-2,.6982E-4,0
IRIDIUM 33 DEB,1997-051WP,2024-01-09T07:53:30.383232,14.44077191,.0064567,86.1665,217.5281,325.5644,34.1380,0,U,36497,999,75909,.15529E-2,.5471E-4,0
IRIDIUM 33 DEB,1997-051WV,2024-01-22T12:56:29.362272,14.46016420,.0116437,86.4247,115.0040,283.5196,75.3056,0,U,36566,999,74783,.1129E-1,.43993E-3,0
IRIDIUM 33 DEB,1997-051XG,2024-01-14T00:10:01.299072,14.23244035,.0084579,86.1742,283.3048,70.1049,290.9229,0,U,37136,999,75859,.12704E-2,.3E-4,0
IRIDIUM 33 DEB,1997-051XH,2024-01-17T15:12:58.850208,14.41012246,.0027436,86.3590,343.2408,352.0011,8.0747,0,U,37548,999,55484,.27422E-2,.8876E-4,0
IRIDIUM 33 DEB,1997-051XK,2024-01-06T04:38:52.141920,14.51805860,.0003723,86.3881,332.9293,48.8555,311.2971,0,U,37550,999,76027,.12729E-2,.5139E-4,0
IRIDIUM 33 DEB,1997-051XT,2024-01-22T07:27:36.030816,14.75524492,.0048534,86.3943,337.7262,101.5489,259.1185,0,U,37558,999,51507,.43682E-2,.30433E-3,0
IRIDIUM 33 DEB,1997-051XX,2024-01-22T14:56:58.077888,14.45388882,.0025313,86.3804,341.6900,259.1649,227.1820,0,U,37562,999,76320,.19525E-2,.6913E-4,0
IRIDIUM 33 DEB,1997-051YA,2024-01-11T02:25:05.010816,14.45694523,.001039,86.3497,313.6816,260.9793,99.0233,0,U,37565,999,55678,.10111E-2,.3599E-4,0
IRIDIUM 33 DEB,1997-051YD,2024-01-20T16:12:09.158400,14.17704717,.0175993,86.3341,99.6769,190.9951,168.7370,0,U,38017,999,51492,.29754E-2,.7077E-4,0
IRIDIUM 33 DEB,1997-051YG,2024-01-21T07:56:28.064832,14.44746255,.0117905,86.2895,42.8054,303.2093,55.7847,0,U,38020,999,74196,.99906E-2,.37937E-3,0
IRIDIUM 33 DEB,1997-051YJ,2024-01-22T13:13:27.332256,14.33539963,.0054523,86.2794,316.4606,144.8164,215.6652,0,U,38022,999,59277,.1698E-2,.4794E-4,0
IRIDIUM 33 DEB,1997-051YQ,2024-01-23T01:28:38.675136,14.42501886,.0027368,86.3273,299.0576,248.8807,110.9468,0,U,38028,999,73169,.76397E-3,.2561E-4,0
IRIDIUM 33 DEB,1997-051YZ,2023-12-30T13:54:35.255808,14.25281865,.0163755,86.3141,104.7063,239.0474,182.0482,0,U,38225,999,52185,.75565E-2,.20512E-3,0
IRIDIUM 33 DEB,1997-051ZC,2024-01-20T05:18:46.182240,14.24923564,.0068924,86.2781,342.1380,268.8470,156.2341,0,U,38228,999,74911,.59869E-3,.1451E-4,0
IRIDIUM 33 DEB,1997-051ZD,2024-01-14T15:43:40.090368,14.09256019,.0198049,86.3756,149.5805,77.3630,284.9616,0,U,38229,999,71792,.51113E-2,.10686E-3,0
IRIDIUM 33 DEB,1997-051ZL,2024-01-22T11:23:12.483456,14.53668570,.0063808,86.2439,283.0345,29.9114,330.5714,0,U,38236,999,51559,.53212E-2,.22949E-3,0
IRIDIUM 33 DEB,1997-051ZR,2024-01-22T00:49:06.916512,14.47174614,.0002064,86.3268,293.2958,148.9280,211.2045,0,U,38241,999,50183,.11457E-2,.42E-4,0
IRIDIUM 33 DEB,1997-051AAB,2024-01-20T01:43:35.456160,14.44812217,.0025827,86.3513,310.3759,236.3023,123.5716,0,U,38474,999,55295,.11602E-2,.4066E-4,0
IRIDIUM 33 DEB,1997-051AAE,2024-01-18T06:05:34.787904,13.46924408,.0452394,86.4217,359.4258,66.5299,298.2721,0,U,38477,999,67276,.54644E-2,.6209E-4,0
IRIDIUM 33 DEB,1997-051AAG,2024-01-23T03:31:16.496544,14.61429931,.0011479,86.4043,337.2988,25.2454,334.9316,0,U,39594,999,53695,.39123E-2,.1944E-3,0
IRIDIUM 33 DEB,1997-051AAJ,2024-01-21T18:48:53.600544,14.35983018,.0076686,85.9762,144.8931,315.2677,44.2350,0,U,39777,999,52910,.41431E-2,.1247E-3,0
IRIDIUM 33 DEB,1997-051AAK,2024-01-20T07:44:18.455712,14.44959851,.0008898,86.3839,341.4092,158.8331,201.3240,0,U,39778,999,50660,.16611E-2,.5811E-4,0
IRIDIUM 33 DEB,1997-051AAQ,2024-01-14T08:39:35.178912,14.51548449,.0053429,86.1647,229.5024,70.5372,51.3053,0,U,39783,999,50485,.37801E-2,.15445E-3,0
IRIDIUM 33 DEB,1997-051AAZ,2024-01-22T07:09:57.448512,14.22902761,.0155238,86.4185,144.7968,157.0524,203.7703,0,U,39792,999,49496,.12128E-1,.3097E-3,0
IRIDIUM 33 DEB,1997-051ABJ,2024-01-21T05:57:43.203744,14.58981306,.0010136,86.3690,313.1564,309.0735,203.1150,0,U,40996,999,52291,.32099E-2,.1511E-3,0
IRIDIUM 33 DEB,1997-051ABL,2024-01-20T04:56:22.155936,14.40389861,.0006791,86.3938,348.2717,194.3169,228.2323,0,U,40998,999,97124,.10582E-2,.3378E-4,0
IRIDIUM 33 DEB,1997-051ABU,2024-01-21T05:15:19.080576,14.69354081,.0063325,86.3075,351.2936,170.0200,253.8069,0,U,46962,999,62929,.81918E-2,.50226E-3,0
IRIDIUM 33 DEB,1997-051ABX,2024-01-21T16:49:18.288768,14.51808196,.0023619,86.3382,284.9059,132.5164,258.3833,0,U,46965,999,52211,.11607E-2,.4705E-4,0
IRIDIUM 33 DEB,1997-051ACD,2024-01-08T12:45:56.153952,14.61465087,.000817,86.3482,293.1041,201.4363,284.7869,0,U,46971,999,62641,.17109E-2,.8503E-4,0
IRIDIUM 33 DEB,1997-051ACG,2024-01-17T19:16:58.964736,14.23880778,.0121622,86.3099,43.0787,289.5926,69.2167,0,U,46974,999,47548,.48325E-2,.11973E-3,0
IRIDIUM 33 DEB,1997-051ACJ,2023-12-31T19:23:23.257248,14.23906170,.0157599,86.4371,178.8987,270.2225,154.0287,0,U,46976,999,51559,.56561E-2,.1477E-3,0
IRIDIUM 33 DEB,1997-051ACM,2024-01-12T05:28:53.080896,14.45956396,.0062288,86.3548,0.4828,111.4695,249.3165,0,U,46979,999,25175,.40719E-2,.14879E-3,0
